State,Municipality,Date,Deaths,Confirmed,Recovered,Active
Aguascalientes,AGUASCALIENTES,2020-03-07,0,1,1,0
Aguascalientes,AGUASCALIENTES,2020-03-10,0,1,1,0
Aguascalientes,AGUASCALIENTES,2020-03-12,0,1,1,0
Aguascalientes,AGUASCALIENTES,2020-03-14,0,1,1,0
Aguascalientes,AGUASCALIENTES,2020-03-16,0,2,2,0
Aguascalientes,AGUASCALIENTES,2020-03-17,0,2,2,0
Aguascalientes,AGUASCALIENTES,2020-03-18,0,4,4,0
Aguascalientes,AGUASCALIENTES,2020-03-19,0,2,2,0
Aguascalientes,AGUASCALIENTES,2020-03-20,0,2,2,0
Aguascalientes,AGUASCALIENTES,2020-03-22,0,5,5,0
Aguascalientes,AGUASCALIENTES,2020-03-23,0,7,7,0
Aguascalientes,AGUASCALIENTES,2020-03-24,0,5,5,0
Aguascalientes,AGUASCALIENTES,2020-03-25,0,4,4,0
Aguascalientes,AGUASCALIENTES,2020-03-26,0,3,3,0
Aguascalientes,AGUASCALIENTES,2020-03-27,1,4,3,0
Aguascalientes,AGUASCALIENTES,2020-03-28,0,1,1,0
Aguascalientes,AGUASCALIENTES,2020-03-29,0,2,2,0
Aguascalientes,AGUASCALIENTES,2020-03-30,0,3,3,0
Aguascalientes,AGUASCALIENTES,2020-04-02,0,2,2,0
Aguascalientes,AGUASCALIENTES,2020-04-03,1,1,0,0
Aguascalientes,AGUASCALIENTES,2020-04-05,1,2,1,0
Aguascalientes,AGUASCALIENTES,2020-04-06,0,4,4,0
Aguascalientes,AGUASCALIENTES,2020-04-07,0,1,1,0
Aguascalientes,AGUASCALIENTES,2020-04-08,1,2,1,0
Aguascalientes,AGUASCALIENTES,2020-04-09,0,3,3,0
Aguascalientes,AGUASCALIENTES,2020-04-10,0,4,4,0
Aguascalientes,AGUASCALIENTES,2020-04-11,1,6,5,0
Aguascalientes,AGUASCALIENTES,2020-04-12,0,4,4,0
Aguascalientes,AGUASCALIENTES,2020-04-13,0,6,6,0
Aguascalientes,AGUASCALIENTES,2020-04-14,0,9,9,0
Aguascalientes,AGUASCALIENTES,2020-04-15,3,9,6,0
Aguascalientes,AGUASCALIENTES,2020-04-16,1,9,8,0
Aguascalientes,AGUASCALIENTES,2020-04-17,0,10,10,0
Aguascalientes,AGUASCALIENTES,2020-04-18,2,15,13,0
Aguascalientes,AGUASCALIENTES,2020-04-19,0,6,6,0
Aguascalientes,AGUASCALIENTES,2020-04-20,1,15,14,0
Aguascalientes,AGUASCALIENTES,2020-04-21,0,4,4,0
Aguascalientes,AGUASCALIENTES,2020-04-22,0,5,5,0
Aguascalientes,AGUASCALIENTES,2020-04-23,0,12,12,0
Aguascalientes,AGUASCALIENTES,2020-04-24,0,12,12,0
Aguascalientes,AGUASCALIENTES,2020-04-25,1,10,9,0
Aguascalientes,AGUASCALIENTES,2020-04-26,1,11,10,0
Aguascalientes,AGUASCALIENTES,2020-04-27,1,27,26,0
Aguascalientes,AGUASCALIENTES,2020-04-28,2,10,8,0
Aguascalientes,AGUASCALIENTES,2020-04-29,0,14,14,0
Aguascalientes,AGUASCALIENTES,2020-04-30,1,15,14,0
Aguascalientes,AGUASCALIENTES,2020-05-01,0,9,9,0
Aguascalientes,AGUASCALIENTES,2020-05-02,0,20,20,0
Aguascalientes,AGUASCALIENTES,2020-05-03,1,6,5,0
Aguascalientes,AGUASCALIENTES,2020-05-04,2,20,18,0
Aguascalientes,AGUASCALIENTES,2020-05-05,1,21,20,0
Aguascalientes,AGUASCALIENTES,2020-05-06,1,8,7,0
Aguascalientes,AGUASCALIENTES,2020-05-07,5,15,10,0
Aguascalientes,AGUASCALIENTES,2020-05-08,1,8,7,0
Aguascalientes,AGUASCALIENTES,2020-05-09,1,6,5,0
Aguascalientes,AGUASCALIENTES,2020-05-10,1,15,14,0
Aguascalientes,AGUASCALIENTES,2020-05-11,0,23,23,0
Aguascalientes,AGUASCALIENTES,2020-05-12,2,9,7,0
Aguascalientes,AGUASCALIENTES,2020-05-13,1,13,12,0
Aguascalientes,AGUASCALIENTES,2020-05-14,1,18,17,0
Aguascalientes,AGUASCALIENTES,2020-05-15,1,16,15,0
Aguascalientes,AGUASCALIENTES,2020-05-16,1,13,12,0
Aguascalientes,AGUASCALIENTES,2020-05-17,0,12,12,0
Aguascalientes,AGUASCALIENTES,2020-05-18,1,21,20,0
Aguascalientes,AGUASCALIENTES,2020-05-19,1,13,12,0
Aguascalientes,AGUASCALIENTES,2020-05-20,1,23,22,0
Aguascalientes,AGUASCALIENTES,2020-05-21,2,15,13,0
Aguascalientes,AGUASCALIENTES,2020-05-22,2,20,18,0
Aguascalientes,AGUASCALIENTES,2020-05-23,6,16,10,0
Aguascalientes,AGUASCALIENTES,2020-05-24,6,28,22,0
Aguascalientes,AGUASCALIENTES,2020-05-25,4,34,30,0
Aguascalientes,AGUASCALIENTES,2020-05-26,6,37,31,0
Aguascalientes,AGUASCALIENTES,2020-05-27,0,27,27,0
Aguascalientes,AGUASCALIENTES,2020-05-28,4,35,31,0
Aguascalientes,AGUASCALIENTES,2020-05-29,3,31,28,0
Aguascalientes,AGUASCALIENTES,2020-05-30,6,34,28,0
Aguascalientes,AGUASCALIENTES,2020-05-31,2,33,31,0
Aguascalientes,AGUASCALIENTES,2020-06-01,3,57,54,0
Aguascalientes,AGUASCALIENTES,2020-06-02,3,41,38,0
Aguascalientes,AGUASCALIENTES,2020-06-03,2,30,28,0
Aguascalientes,AGUASCALIENTES,2020-06-04,2,29,27,0
Aguascalientes,AGUASCALIENTES,2020-06-05,8,44,36,0
Aguascalientes,AGUASCALIENTES,2020-06-06,3,51,48,0
Aguascalientes,AGUASCALIENTES,2020-06-07,2,42,40,0
Aguascalientes,AGUASCALIENTES,2020-06-08,3,56,53,0
Aguascalientes,AGUASCALIENTES,2020-06-09,1,38,37,0
Aguascalientes,AGUASCALIENTES,2020-06-10,4,45,41,0
Aguascalientes,AGUASCALIENTES,2020-06-11,2,26,24,0
Aguascalientes,AGUASCALIENTES,2020-06-12,6,42,36,0
Aguascalientes,AGUASCALIENTES,2020-06-13,1,41,40,0
Aguascalientes,AGUASCALIENTES,2020-06-14,3,44,41,0
Aguascalientes,AGUASCALIENTES,2020-06-15,9,55,46,0
Aguascalientes,AGUASCALIENTES,2020-06-16,5,49,44,0
Aguascalientes,AGUASCALIENTES,2020-06-17,2,38,36,0
Aguascalientes,AGUASCALIENTES,2020-06-18,3,36,33,0
Aguascalientes,AGUASCALIENTES,2020-06-19,3,29,26,0
Aguascalientes,AGUASCALIENTES,2020-06-20,2,37,35,0
Aguascalientes,AGUASCALIENTES,2020-06-21,2,37,35,0
Aguascalientes,AGUASCALIENTES,2020-06-22,2,52,50,0
Aguascalientes,AGUASCALIENTES,2020-06-23,1,34,33,0
Aguascalientes,AGUASCALIENTES,2020-06-24,1,36,35,0
Aguascalientes,AGUASCALIENTES,2020-06-25,2,35,33,0
Aguascalientes,AGUASCALIENTES,2020-06-26,1,25,24,0
Aguascalientes,AGUASCALIENTES,2020-06-27,1,38,37,0
Aguascalientes,AGUASCALIENTES,2020-06-28,1,29,28,0
Aguascalientes,AGUASCALIENTES,2020-06-29,0,41,41,0
Aguascalientes,AGUASCALIENTES,2020-06-30,3,45,42,0
Aguascalientes,AGUASCALIENTES,2020-07-01,5,53,48,0
Aguascalientes,AGUASCALIENTES,2020-07-02,3,40,37,0
Aguascalientes,AGUASCALIENTES,2020-07-03,0,33,33,0
Aguascalientes,AGUASCALIENTES,2020-07-04,2,29,27,0
Aguascalientes,AGUASCALIENTES,2020-07-05,1,49,48,0
Aguascalientes,AGUASCALIENTES,2020-07-06,3,51,0,48
Aguascalientes,AGUASCALIENTES,2020-07-07,0,43,0,43
Aguascalientes,AGUASCALIENTES,2020-07-08,0,40,0,40
Aguascalientes,AGUASCALIENTES,2020-07-09,0,28,0,28
Aguascalientes,AGUASCALIENTES,2020-07-10,0,30,0,30
Aguascalientes,AGUASCALIENTES,2020-07-11,0,30,0,30
Aguascalientes,AGUASCALIENTES,2020-07-12,1,33,0,32
Aguascalientes,AGUASCALIENTES,2020-07-13,0,40,0,40
Aguascalientes,AGUASCALIENTES,2020-07-14,0,36,0,36
Aguascalientes,AGUASCALIENTES,2020-07-15,0,15,0,15
Aguascalientes,AGUASCALIENTES,2020-07-16,0,6,0,6
Aguascalientes,AGUASCALIENTES,2020-07-17,0,4,0,4
Aguascalientes,ASIENTOS,2020-03-15,0,1,1,0
Aguascalientes,ASIENTOS,2020-04-30,0,1,1,0
Aguascalientes,ASIENTOS,2020-05-13,0,2,2,0
Aguascalientes,ASIENTOS,2020-05-19,0,2,2,0
Aguascalientes,ASIENTOS,2020-05-20,0,1,1,0
Aguascalientes,ASIENTOS,2020-05-22,0,1,1,0
Aguascalientes,ASIENTOS,2020-05-23,0,1,1,0
Aguascalientes,ASIENTOS,2020-05-28,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-01,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-04,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-05,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-06,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-09,0,4,4,0
Aguascalientes,ASIENTOS,2020-06-13,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-14,0,2,2,0
Aguascalientes,ASIENTOS,2020-06-15,1,2,1,0
Aguascalientes,ASIENTOS,2020-06-17,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-19,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-20,0,2,2,0
Aguascalientes,ASIENTOS,2020-06-21,1,1,0,0
Aguascalientes,ASIENTOS,2020-06-22,1,1,0,0
Aguascalientes,ASIENTOS,2020-06-25,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-27,0,1,1,0
Aguascalientes,ASIENTOS,2020-06-29,0,2,2,0
Aguascalientes,ASIENTOS,2020-07-01,0,6,6,0
Aguascalientes,ASIENTOS,2020-07-02,0,1,1,0
Aguascalientes,ASIENTOS,2020-07-03,0,1,1,0
Aguascalientes,ASIENTOS,2020-07-05,0,2,2,0
Aguascalientes,ASIENTOS,2020-07-06,1,1,0,0
Aguascalientes,ASIENTOS,2020-07-07,1,3,0,2
Aguascalientes,ASIENTOS,2020-07-10,0,3,0,3
Aguascalientes,ASIENTOS,2020-07-11,0,1,0,1
Aguascalientes,ASIENTOS,2020-07-12,0,1,0,1
Aguascalientes,ASIENTOS,2020-07-13,1,1,0,0
Aguascalientes,CALVILLO,2020-04-20,0,2,2,0
Aguascalientes,CALVILLO,2020-04-21,0,2,2,0
Aguascalientes,CALVILLO,2020-04-22,0,5,5,0
Aguascalientes,CALVILLO,2020-05-07,0,2,2,0
Aguascalientes,CALVILLO,2020-05-28,0,1,1,0
Aguascalientes,CALVILLO,2020-06-01,0,1,1,0
Aguascalientes,CALVILLO,2020-06-05,0,1,1,0
Aguascalientes,CALVILLO,2020-06-06,0,1,1,0
Aguascalientes,CALVILLO,2020-06-08,0,1,1,0
Aguascalientes,CALVILLO,2020-06-12,0,1,1,0
Aguascalientes,CALVILLO,2020-06-13,0,1,1,0
Aguascalientes,CALVILLO,2020-06-15,0,2,2,0
Aguascalientes,CALVILLO,2020-06-16,1,4,3,0
Aguascalientes,CALVILLO,2020-06-17,0,2,2,0
Aguascalientes,CALVILLO,2020-06-20,0,2,2,0
Aguascalientes,CALVILLO,2020-06-21,0,1,1,0
Aguascalientes,CALVILLO,2020-06-22,0,5,5,0
Aguascalientes,CALVILLO,2020-06-23,0,1,1,0
Aguascalientes,CALVILLO,2020-06-24,0,1,1,0
Aguascalientes,CALVILLO,2020-06-25,0,1,1,0
Aguascalientes,CALVILLO,2020-06-27,0,2,2,0
Aguascalientes,CALVILLO,2020-06-28,0,3,3,0
Aguascalientes,CALVILLO,2020-06-29,0,3,3,0
Aguascalientes,CALVILLO,2020-06-30,0,1,1,0
Aguascalientes,CALVILLO,2020-07-01,0,2,2,0
Aguascalientes,CALVILLO,2020-07-02,0,1,1,0
Aguascalientes,CALVILLO,2020-07-03,0,2,2,0
Aguascalientes,CALVILLO,2020-07-04,0,2,2,0
Aguascalientes,CALVILLO,2020-07-05,0,4,4,0
Aguascalientes,CALVILLO,2020-07-06,0,8,0,8
Aguascalientes,CALVILLO,2020-07-07,0,4,0,4
Aguascalientes,CALVILLO,2020-07-08,0,3,0,3
Aguascalientes,CALVILLO,2020-07-09,0,7,0,7
Aguascalientes,CALVILLO,2020-07-10,0,6,0,6
Aguascalientes,CALVILLO,2020-07-11,0,1,0,1
Aguascalientes,CALVILLO,2020-07-12,0,5,0,5
Aguascalientes,CALVILLO,2020-07-13,0,3,0,3
Aguascalientes,COSÍO,2020-05-07,0,1,1,0
Aguascalientes,COSÍO,2020-05-11,0,4,4,0
Aguascalientes,COSÍO,2020-05-12,0,1,1,0
Aguascalientes,COSÍO,2020-05-14,0,1,1,0
Aguascalientes,COSÍO,2020-05-21,0,6,6,0
Aguascalientes,COSÍO,2020-05-22,0,1,1,0
Aguascalientes,COSÍO,2020-05-25,0,2,2,0
Aguascalientes,COSÍO,2020-05-27,0,1,1,0
Aguascalientes,COSÍO,2020-05-28,0,1,1,0
Aguascalientes,COSÍO,2020-06-01,0,1,1,0
Aguascalientes,COSÍO,2020-06-04,0,4,4,0
Aguascalientes,COSÍO,2020-06-05,0,4,4,0
Aguascalientes,COSÍO,2020-06-07,0,2,2,0
Aguascalientes,COSÍO,2020-06-08,0,1,1,0
Aguascalientes,COSÍO,2020-06-09,0,1,1,0
Aguascalientes,COSÍO,2020-06-10,0,2,2,0
Aguascalientes,COSÍO,2020-06-13,0,1,1,0
Aguascalientes,COSÍO,2020-06-15,0,7,7,0
Aguascalientes,COSÍO,2020-06-18,0,1,1,0
Aguascalientes,COSÍO,2020-07-04,0,1,1,0
Aguascalientes,COSÍO,2020-07-05,0,2,2,0
Aguascalientes,COSÍO,2020-07-07,0,1,0,1
Aguascalientes,COSÍO,2020-07-08,0,1,0,1
Aguascalientes,COSÍO,2020-07-09,0,1,0,1
Aguascalientes,COSÍO,2020-07-10,0,2,0,2
Aguascalientes,COSÍO,2020-07-13,0,3,0,3
Aguascalientes,COSÍO,2020-07-14,0,1,0,1
Aguascalientes,EL LLANO,2020-04-01,0,1,1,0
Aguascalientes,EL LLANO,2020-05-01,0,1,1,0
Aguascalientes,EL LLANO,2020-05-25,0,1,1,0
Aguascalientes,EL LLANO,2020-05-26,0,1,1,0
Aguascalientes,EL LLANO,2020-05-29,0,1,1,0
Aguascalientes,EL LLANO,2020-06-16,0,1,1,0
Aguascalientes,EL LLANO,2020-06-28,0,1,1,0
Aguascalientes,EL LLANO,2020-07-01,0,1,1,0
Aguascalientes,EL LLANO,2020-07-08,1,1,0,0
Aguascalientes,EL LLANO,2020-07-09,0,1,0,1
Aguascalientes,EL LLANO,2020-07-13,0,1,0,1
Aguascalientes,JESÚS MARÍA,2020-03-23,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-04-07,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-04-10,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-04-12,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-04-14,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-04-15,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-04-20,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-04-22,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-04-23,0,3,3,0
Aguascalientes,JESÚS MARÍA,2020-04-30,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-05-03,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-05-07,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-08,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-09,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-11,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-12,1,1,0,0
Aguascalientes,JESÚS MARÍA,2020-05-14,1,1,0,0
Aguascalientes,JESÚS MARÍA,2020-05-15,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-19,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-05-20,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-21,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-22,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-25,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-05-26,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-05-27,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-05-30,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-01,0,4,4,0
Aguascalientes,JESÚS MARÍA,2020-06-02,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-03,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-05,0,3,3,0
Aguascalientes,JESÚS MARÍA,2020-06-06,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-07,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-09,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-06-10,0,3,3,0
Aguascalientes,JESÚS MARÍA,2020-06-11,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-06-13,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-15,0,4,4,0
Aguascalientes,JESÚS MARÍA,2020-06-17,0,6,6,0
Aguascalientes,JESÚS MARÍA,2020-06-18,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-19,0,4,4,0
Aguascalientes,JESÚS MARÍA,2020-06-20,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-06-23,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-06-24,0,3,3,0
Aguascalientes,JESÚS MARÍA,2020-06-25,0,2,2,0
Aguascalientes,JESÚS MARÍA,2020-06-26,0,4,4,0
Aguascalientes,JESÚS MARÍA,2020-06-27,0,3,3,0
Aguascalientes,JESÚS MARÍA,2020-06-28,0,5,5,0
Aguascalientes,JESÚS MARÍA,2020-06-30,0,4,4,0
Aguascalientes,JESÚS MARÍA,2020-07-01,0,3,3,0
Aguascalientes,JESÚS MARÍA,2020-07-02,0,1,1,0
Aguascalientes,JESÚS MARÍA,2020-07-05,0,3,3,0
Aguascalientes,JESÚS MARÍA,2020-07-06,0,1,0,1
Aguascalientes,JESÚS MARÍA,2020-07-07,0,2,0,2
Aguascalientes,JESÚS MARÍA,2020-07-08,0,3,0,3
Aguascalientes,JESÚS MARÍA,2020-07-09,0,2,0,2
Aguascalientes,JESÚS MARÍA,2020-07-11,0,1,0,1
Aguascalientes,JESÚS MARÍA,2020-07-12,0,2,0,2
Aguascalientes,JESÚS MARÍA,2020-07-13,0,1,0,1
Aguascalientes,JESÚS MARÍA,2020-07-14,0,1,0,1
Aguascalientes,JESÚS MARÍA,2020-07-16,0,1,0,1
Aguascalientes,NO ESPECIFICADO,2020-05-13,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-03-23,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-03-26,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-03-27,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-03-28,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-04-27,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-04-29,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-04-30,0,3,3,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-02,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-03,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-12,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-13,1,3,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-14,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-15,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-16,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-18,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-20,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-21,1,4,3,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-22,1,3,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-23,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-24,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-25,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-26,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-28,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-05-29,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-01,0,5,5,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-02,0,6,6,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-03,1,3,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-05,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-06,0,3,3,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-07,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-08,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-10,0,4,4,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-11,1,2,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-12,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-14,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-16,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-17,0,3,3,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-18,0,4,4,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-19,0,6,6,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-20,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-21,1,1,0,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-22,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-23,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-24,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-25,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-26,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-29,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-06-30,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-01,0,2,2,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-02,0,3,3,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-05,0,1,1,0
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-06,0,1,0,1
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-07,0,1,0,1
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-08,0,1,0,1
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-09,0,3,0,3
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-10,0,3,0,3
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-11,0,4,0,4
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-12,0,1,0,1
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-13,0,4,0,4
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-14,0,3,0,3
Aguascalientes,PABELLÓN DE ARTEAGA,2020-07-15,0,2,0,2
Aguascalientes,RINCÓN DE ROMOS,2020-03-29,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-04-07,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-04-13,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-04-20,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-04-23,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-04-27,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-04-28,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-04-30,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-03,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-04,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-08,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-10,0,4,4,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-11,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-12,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-13,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-15,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-16,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-17,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-19,0,4,4,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-20,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-21,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-22,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-23,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-25,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-26,0,4,4,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-28,0,4,4,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-30,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-05-31,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-01,0,6,6,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-02,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-03,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-04,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-05,1,6,5,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-06,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-08,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-09,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-10,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-11,0,4,4,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-13,0,1,1,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-14,0,6,6,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-15,0,5,5,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-16,1,3,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-18,1,10,9,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-19,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-20,0,4,4,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-21,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-22,2,7,5,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-23,0,2,2,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-24,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-25,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-26,0,5,5,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-27,0,3,3,0
Aguascalientes,RINCÓN DE ROMOS,2020-06-28,0,4,4,0
